System_City_Calculated,Date,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
3139.6774193548385,2019-05-31,2294.3333333333335,1715.2903225806451,1609.9285714285713,1595.2903225806451,1622.1612903225807,1846.4333333333334,2588.5806451612902,3282.6,3750.0967741935483,3081.6774193548385,3347.1,3070.967741935484
3274.5,2019-06-30,3139.6774193548385,2294.3333333333335,1715.2903225806451,1609.9285714285713,1595.2903225806451,1622.1612903225807,1846.4333333333334,2588.5806451612902,3282.6,3750.0967741935483,3081.6774193548385,3347.1
3422.3225806451615,2019-07-31,3274.5,3139.6774193548385,2294.3333333333335,1715.2903225806451,1609.9285714285713,1595.2903225806451,1622.1612903225807,1846.4333333333334,2588.5806451612902,3282.6,3750.0967741935483,3081.6774193548385
3686.8064516129034,2019-08-31,3422.3225806451615,3274.5,3139.6774193548385,2294.3333333333335,1715.2903225806451,1609.9285714285713,1595.2903225806451,1622.1612903225807,1846.4333333333334,2588.5806451612902,3282.6,3750.0967741935483
3132.4333333333334,2019-09-30,3686.8064516129034,3422.3225806451615,3274.5,3139.6774193548385,2294.3333333333335,1715.2903225806451,1609.9285714285713,1595.2903225806451,1622.1612903225807,1846.4333333333334,2588.5806451612902,3282.6
2640.3225806451615,2019-10-31,3132.4333333333334,3686.8064516129034,3422.3225806451615,3274.5,3139.6774193548385,2294.3333333333335,1715.2903225806451,1609.9285714285713,1595.2903225806451,1622.1612903225807,1846.4333333333334,2588.5806451612902
2165.6666666666665,2019-11-30,2640.3225806451615,3132.4333333333334,3686.8064516129034,3422.3225806451615,3274.5,3139.6774193548385,2294.3333333333335,1715.2903225806451,1609.9285714285713,1595.2903225806451,1622.1612903225807,1846.4333333333334
1704.483870967742,2019-12-31,2165.6666666666665,2640.3225806451615,3132.4333333333334,3686.8064516129034,3422.3225806451615,3274.5,3139.6774193548385,2294.3333333333335,1715.2903225806451,1609.9285714285713,1595.2903225806451,1622.1612903225807
1385.9032258064517,2020-01-31,1704.483870967742,2165.6666666666665,2640.3225806451615,3132.4333333333334,3686.8064516129034,3422.3225806451615,3274.5,3139.6774193548385,2294.3333333333335,1715.2903225806451,1609.9285714285713,1595.2903225806451
1585.1724137931035,2020-02-29,1385.9032258064517,1704.483870967742,2165.6666666666665,2640.3225806451615,3132.4333333333334,3686.8064516129034,3422.3225806451615,3274.5,3139.6774193548385,2294.3333333333335,1715.2903225806451,1609.9285714285713
1750.1290322580646,2020-03-31,1585.1724137931035,1385.9032258064517,1704.483870967742,2165.6666666666665,2640.3225806451615,3132.4333333333334,3686.8064516129034,3422.3225806451615,3274.5,3139.6774193548385,2294.3333333333335,1715.2903225806451
